154	0
329	0
474	0
683	0
849	0
1042	0
1185	0
1342	0
1514	0
1678	0
1857	0
2017	0
2175	0
2349	0
2524	0
2704	0
2873	0
3079	0
3249	0
3418	0
3585	0
3743	0
3908	0
4087	0
4258	0
4408	0
4591	0
4755	0
4914	0
5096	0
5242	0
5390	0
5554	0
5738	0
5905	0
6063	0
6229	0
6391	0
6554	0
6733	0
6930	0
7112	0
7276	0
7426	0
7621	0
7795	0
7947	0
8111	0
8278	0
8466	0
8613	0
8782	0
8946	0
9111	0
9280	0
9416	0
9575	0
9723	0
9903	0

153	1
320	1
473	1
650	1
789	1
950	1
1132	1
1296	1
1462	1
1637	1
1827	1
1987	1
2170	1
2346	1
2519	1
2692	1
2850	1
3028	1
3183	1
3359	1
3509	1
3651	1
3831	1
3980	1
4145	1
4331	1
4499	1
4679	1
4846	1
5019	1
5189	1
5336	1
5514	1
5669	1
5834	1
5988	1
6139	1
6328	1
6474	1
6632	1
6804	1
6967	1
7132	1
7287	1
7455	1
7620	1
7758	1
7925	1
8095	1
8275	1
8442	1
8587	1
8755	1
8916	1
9079	1
9242	1
9393	1
9541	1
9709	1
9873	1

142	2
295	2
465	2
611	2
767	2
950	2
1111	2
1269	2
1446	2
1587	2
1728	2
1864	2
2032	2
2198	2
2351	2
2489	2
2657	2
2815	2
2964	2
3126	2
3273	2
3450	2
3617	2
3774	2
3940	2
4130	2
4305	2
4483	2
4636	2
4805	2
4985	2
5162	2
5333	2
5496	2
5651	2
5822	2
5986	2
6161	2
6315	2
6479	2
6662	2
6846	2
6983	2
7156	2
7329	2
7476	2
7650	2
7820	2
7994	2
8173	2
8342	2
8487	2
8671	2
8844	2
9029	2
9182	2
9356	2
9529	2
9697	2
9853	2

154	3
327	3
490	3
667	3
852	3
1031	3
1184	3
1353	3
1531	3
1702	3
1872	3
2030	3
2195	3
2343	3
2496	3
2654	3
2806	3
2975	3
3132	3
3329	3
3501	3
3649	3
3807	3
3979	3
4132	3
4296	3
4460	3
4646	3
4830	3
5000	3
5168	3
5336	3
5501	3
5659	3
5838	3
6010	3
6170	3
6336	3
6498	3
6696	3
6845	3
7021	3
7187	3
7349	3
7522	3
7687	3
7841	3
8010	3
8164	3
8321	3
8474	3
8623	3
8797	3
8947	3
9130	3
9296	3
9464	3
9617	3
9767	3
9921	3

125	4
287	4
433	4
586	4
740	4
915	4
1073	4
1239	4
1435	4
1580	4
1749	4
1913	4
2112	4
2276	4
2455	4
2626	4
2796	4
2972	4
3134	4
3299	4
3478	4
3644	4
3800	4
3963	4
4128	4
4280	4
4454	4
4630	4
4833	4
4998	4
5162	4
5317	4
5484	4
5664	4
5828	4
6029	4
6199	4
6342	4
6498	4
6690	4
6881	4
7033	4
7209	4
7393	4
7550	4
7715	4
7889	4
8059	4
8241	4
8424	4
8604	4
8775	4
8924	4
9115	4
9271	4
9429	4
9590	4
9750	4
9884	4

154	5
309	5
454	5
627	5
778	5
934	5
1091	5
1235	5
1411	5
1577	5
1748	5
1896	5
2077	5
2239	5
2399	5
2565	5
2744	5
2897	5
3064	5
3207	5
3381	5
3542	5
3719	5
3900	5
4070	5
4218	5
4375	5
4552	5
4715	5
4884	5
5051	5
5222	5
5386	5
5555	5
5725	5
5883	5
6046	5
6220	5
6374	5
6533	5
6719	5
6877	5
7037	5
7183	5
7369	5
7534	5
7697	5
7857	5
8032	5
8194	5
8353	5
8550	5
8715	5
8899	5
9074	5
9247	5
9413	5
9585	5
9756	5
9913	5

141	6
310	6
467	6
611	6
773	6
924	6
1085	6
1230	6
1408	6
1559	6
1703	6
1868	6
2027	6
2192	6
2344	6
2504	6
2673	6
2830	6
3000	6
3174	6
3327	6
3493	6
3660	6
3820	6
3995	6
4166	6
4309	6
4460	6
4630	6
4800	6
4983	6
5148	6
5316	6
5499	6
5663	6
5818	6
5987	6
6151	6
6323	6
6491	6
6655	6
6809	6
6986	6
7153	6
7299	6
7469	6
7623	6
7825	6
7984	6
8163	6
8325	6
8481	6
8653	6
8818	6
8961	6
9121	6
9301	6
9491	6
9666	6
9838	6

152	7
306	7
457	7
626	7
773	7
935	7
1129	7
1302	7
1468	7
1644	7
1811	7
1982	7
2152	7
2314	7
2472	7
2635	7
2797	7
2931	7
3100	7
3270	7
3459	7
3647	7
3821	7
3995	7
4150	7
4306	7
4484	7
4691	7
4840	7
5030	7
5198	7
5352	7
5521	7
5709	7
5878	7
6030	7
6190	7
6350	7
6523	7
6672	7
6842	7
7009	7
7199	7
7370	7
7545	7
7715	7
7893	7
8069	7
8233	7
8410	7
8569	7
8757	7
8930	7
9080	7
9269	7
9416	7
9585	7
9776	7
9952	7

140	8
288	8
443	8
588	8
734	8
899	8
1053	8
1215	8
1387	8
1546	8
1691	8
1855	8
2010	8
2185	8
2358	8
2520	8
2689	8
2864	8
3032	8
3183	8
3352	8
3529	8
3697	8
3847	8
4045	8
4186	8
4343	8
4494	8
4671	8
4841	8
5001	8
5150	8
5323	8
5495	8
5643	8
5822	8
5988	8
6139	8
6290	8
6452	8
6612	8
6783	8
6960	8
7109	8
7268	8
7421	8
7616	8
7777	8
7957	8
8115	8
8276	8
8445	8
8604	8
8776	8
8944	8
9099	8
9249	8
9416	8
9572	8
9725	8
9887	8

170	9
318	9
473	9
615	9
768	9
933	9
1098	9
1265	9
1435	9
1586	9
1748	9
1910	9
2061	9
2231	9
2380	9
2520	9
2710	9
2872	9
3031	9
3191	9
3375	9
3535	9
3694	9
3876	9
4019	9
4180	9
4326	9
4487	9
4643	9
4808	9
4978	9
5143	9
5298	9
5502	9
5653	9
5815	9
5993	9
6145	9
6311	9
6473	9
6638	9
6794	9
6947	9
7104	9
7282	9
7454	9
7641	9
7794	9
7947	9
8106	9
8252	9
8442	9
8597	9
8767	9
8960	9
9114	9
9284	9
9429	9
9591	9
9734	9
9905	9

129	10
287	10
435	10
594	10
745	10
904	10
1044	10
1200	10
1371	10
1516	10
1678	10
1827	10
2001	10
2170	10
2338	10
2507	10
2669	10
2812	10
2975	10
3134	10
3299	10
3452	10
3591	10
3749	10
3889	10
4030	10
4176	10
4322	10
4483	10
4646	10
4820	10
4983	10
5146	10
5304	10
5475	10
5620	10
5781	10
5938	10
6071	10
6222	10
6381	10
6527	10
6703	10
6887	10
7047	10
7230	10
7378	10
7541	10
7708	10
7889	10
8042	10
8204	10
8370	10
8536	10
8714	10
8861	10
9038	10
9188	10
9351	10
9493	10
9656	10
9822	10
9983	10

151	11
316	11
473	11
639	11
785	11
945	11
1095	11
1245	11
1393	11
1548	11
1706	11
1872	11
2046	11
2233	11
2380	11
2538	11
2709	11
2856	11
3037	11
3196	11
3357	11
3527	11
3695	11
3854	11
4044	11
4198	11
4352	11
4536	11
4697	11
4873	11
5028	11
5221	11
5389	11
5557	11
5720	11
5886	11
6056	11
6233	11
6380	11
6531	11
6690	11
6865	11
7024	11
7183	11
7341	11
7501	11
7686	11
7823	11
7972	11
8124	11
8311	11
8452	11
8606	11
8756	11
8910	11
9070	11
9221	11
9372	11
9534	11
9700	11
9862	11

148	12
318	12
511	12
675	12
850	12
998	12
1131	12
1308	12
1477	12
1655	12
1814	12
1976	12
2151	12
2313	12
2456	12
2641	12
2796	12
2960	12
3116	12
3315	12
3468	12
3652	12
3813	12
3977	12
4151	12
4290	12
4470	12
4626	12
4786	12
4948	12
5110	12
5260	12
5420	12
5610	12
5777	12
5956	12
6123	12
6293	12
6468	12
6620	12
6788	12
6961	12
7111	12
7279	12
7445	12
7603	12
7743	12
7903	12
8067	12
8233	12
8377	12
8554	12
8729	12
8895	12
9061	12
9219	12
9375	12
9538	12
9695	12
9843	12

138	13
306	13
473	13
634	13
812	13
992	13
1150	13
1331	13
1483	13
1667	13
1839	13
1982	13
2156	13
2312	13
2472	13
2640	13
2784	13
2945	13
3118	13
3315	13
3475	13
3631	13
3784	13
3959	13
4122	13
4283	13
4437	13
4601	13
4783	13
4941	13
5108	13
5271	13
5458	13
5612	13
5784	13
5961	13
6130	13
6281	13
6437	13
6600	13
6774	13
6919	13
7080	13
7247	13
7393	13
7552	13
7727	13
7889	13
8063	13
8211	13
8371	13
8520	13
8688	13
8844	13
9018	13
9183	13
9353	13
9504	13
9643	13
9809	13
9973	13

128	14
270	14
412	14
570	14
732	14
874	14
1034	14
1203	14
1377	14
1531	14
1682	14
1834	14
1988	14
2142	14
2298	14
2486	14
2669	14
2814	14
2970	14
3116	14
3279	14
3433	14
3592	14
3748	14
3898	14
4054	14
4206	14
4403	14
4584	14
4732	14
4882	14
5035	14
5215	14
5385	14
5546	14
5714	14
5880	14
6051	14
6251	14
6406	14
6554	14
6722	14
6863	14
7004	14
7165	14
7319	14
7486	14
7656	14
7815	14
7964	14
8125	14
8272	14
8416	14
8591	14
8749	14
8916	14
9064	14
9223	14
9388	14
9543	14
9717	14
9881	14

147	15
322	15
481	15
639	15
802	15
975	15
1140	15
1321	15
1481	15
1649	15
1804	15
1966	15
2131	15
2284	15
2440	15
2587	15
2769	15
2946	15
3098	15
3267	15
3436	15
3595	15
3750	15
3902	15
4076	15
4251	15
4408	15
4550	15
4734	15
4898	15
5044	15
5198	15
5370	15
5523	15
5680	15
5861	15
6026	15
6217	15
6356	15
6507	15
6655	15
6830	15
